,,,Total,Black or African American,40.83%,35.19%,30146
,,,,Native Hawaiian or Other Pacific Islander,40.04%,32.39%,1059
,,,,Asian,33.91%,29.60%,9938
,,,,Other Race,34.83%,28.38%,30208
,,,,White,21.08%,15.78%,220041
,,,,American Indian or Alaska Native,33.42%,27.06%,2358
,,,,None of the above,19.70%,14.26%,27071
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",23.57%,18.20%,290709
,≥ 65 and < 75 Years,Male,Not Hispanic or Latino,Black or African American,48.74%,41.47%,5710
,,,,Native Hawaiian or Other Pacific Islander,37.23%,30.85%,94
,,,,Asian,45.21%,37.47%,2650
,,,,Other Race,37.96%,31.08%,4289
,,,,White,30.17%,22.34%,70475
,,,,American Indian or Alaska Native,39.22%,30.74%,283
,,,,None of the above,29.98%,22.95%,597
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",31.89%,24.08%,79233
,,,Hispanic or Latino,Black or African American,52.49%,44.05%,983
,,,,Native Hawaiian or Other Pacific Islander,50.00%,45.37%,108
,,,,Asian,52.94%,54.90%,51
,,,,Other Race,52.52%,42.78%,2597
,,,,White,44.24%,36.03%,2814
,,,,American Indian or Alaska Native,47.78%,40.39%,203
,,,,None of the above,39.66%,31.49%,416
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",46.53%,37.39%,5119
,,,None of the above,Black or African American,49.17%,45.29%,541
,,,,Native Hawaiian or Other Pacific Islander,51.35%,45.95%,37
,,,,Asian,53.05%,51.17%,213
,,,,Other Race,40.86%,35.28%,771
,,,,White,33.32%,26.98%,3721
,,,,American Indian or Alaska Native,44.68%,38.30%,47
,,,,None of the above,29.72%,20.65%,6057
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",32.23%,24.61%,10644
,,,Total,Black or African American,49.28%,42.11%,7234
,,,,Native Hawaiian or Other Pacific Islander,45.19%,39.75%,239
,,,,Asian,45.92%,38.78%,2914
,,,,Other Race,43.19%,35.47%,7657
,,,,White,30.84%,23.06%,77010
,,,,American Indian or Alaska Native,42.96%,35.08%,533
,,,,None of the above,30.33%,21.49%,7070
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",32.72%,24.86%,94996
,,Female,Not Hispanic or Latino,Black or African American,47.97%,41.19%,7832
,,,,Native Hawaiian or Other Pacific Islander,36.55%,31.03%,145
,,,,Asian,38.84%,32.37%,3584
,,,,Other Race,30.77%,24.16%,5170
,,,,White,21.57%,15.33%,86028
,,,,American Indian or Alaska Native,36.61%,27.98%,336
,,,,None of the above,26.97%,18.79%,660
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",24.24%,17.94%,97628
,,,Hispanic or Latino,Black or African American,49.86%,41.22%,1446
,,,,Native Hawaiian or Other Pacific Islander,51.88%,45.63%,160
,,,,Asian,48.39%,38.71%,62
,,,,Other Race,51.81%,40.21%,3932
,,,,White,41.98%,32.33%,3969
,,,,American Indian or Alaska Native,43.68%,33.57%,277
,,,,None of the above,35.14%,28.04%,535
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",45.03%,34.67%,7251
,,,None of the above,Black or African American,51.53%,46.21%,751
,,,,Native Hawaiian or Other Pacific Islander,57.63%,49.15%,59
,,,,Asian,46.24%,42.86%,266
,,,,Other Race,40.35%,32.76%,1041
,,,,White,28.03%,21.37%,4502
,,,,American Indian or Alaska Native,49.30%,38.03%,71
,,,,None of the above,22.45%,15.25%,7817
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",26.39%,19.56%,13500
,,,Total,Black or African American,48.51%,41.57%,10029
,,,,Native Hawaiian or Other Pacific Islander,46.70%,40.38%,364
,,,,Asian,39.49%,33.18%,3912
,,,,Other Race,39.91%,31.26%,10143
,,,,White,22.73%,16.33%,94499
,,,,American Indian or Alaska Native,40.79%,31.29%,684
,,,,None of the above,23.54%,16.27%,9012
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",25.76%,19.15%,118379
,,"Total: Total includes all data under the ≥ 65 and &lt; 75 Years bucket, including data from rows not currently displayed.",Not Hispanic or Latino,Black or African American,48.29%,41.31%,13542
,,,,Native Hawaiian or Other Pacific Islander,36.82%,30.96%,239
,,,,Asian,41.56%,34.55%,6235
,,,,Other Race,34.02%,27.29%,9462
,,,,White,25.44%,18.48%,156519
,,,,American Indian or Alaska Native,37.80%,29.24%,619
,,,,None of the above,28.38%,20.75%,1258
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",27.67%,20.69%,176879
,,,Hispanic or Latino,Black or African American,50.93%,42.36%,2429
,,,,Native Hawaiian or Other Pacific Islander,51.12%,45.52%,268
,,,,Asian,50.44%,46.02%,113
,,,,Other Race,52.09%,41.23%,6529
,,,,White,42.92%,33.86%,6783
,,,,American Indian or Alaska Native,45.42%,36.46%,480
,,,,None of the above,37.12%,29.55%,951
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",45.65%,35.80%,12370
,,,None of the above,Black or African American,50.54%,45.82%,1292
,,,,Native Hawaiian or Other Pacific Islander,55.21%,47.92%,96
,,,,Asian,49.27%,46.56%,479
,,,,Other Race,40.56%,33.83%,1812
,,,,White,30.42%,23.91%,8224
,,,,American Indian or Alaska Native,47.46%,38.14%,118
,,,,None of the above,25.62%,17.60%,13877
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",28.96%,21.78%,24148
,,,Total,Black or African American,48.83%,41.79%,17263
,,,,Native Hawaiian or Other Pacific Islander,46.10%,40.13%,603
,,,,Asian,42.24%,35.58%,6827
,,,,Other Race,41.31%,33.07%,17803
,,,,White,26.37%,19.35%,171526
,,,,American Indian or Alaska Native,41.74%,32.95%,1217
,,,,None of the above,26.51%,18.56%,16086
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",28.86%,21.69%,213397
,75 Years or more,Male,Not Hispanic or Latino,Black or African American,46.95%,39.35%,3001
,,,,Native Hawaiian or Other Pacific Islander,40.00%,33.33%,75
,,,,Asian,42.64%,35.21%,1738
,,,,Other Race,34.89%,27.56%,2754
,,,,White,29.31%,20.81%,52932
,,,,American Indian or Alaska Native,39.52%,30.54%,167
,,,,None of the above,23.28%,15.44%,421
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",30.47%,22.00%,58014
,,,Hispanic or Latino,Black or African American,46.72%,38.11%,488
,,,,Native Hawaiian or Other Pacific Islander,43.75%,33.33%,48
,,,,Asian,40.74%,-,27
,,,,Other Race,50.43%,38.23%,1172
,,,,White,42.57%,33.55%,1407
,,,,American Indian or Alaska Native,40.24%,25.61%,82
,,,,None of the above,38.93%,30.92%,262
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",44.25%,33.99%,2624
,,,None of the above,Black or African American,42.33%,37.12%,326
,,,,Native Hawaiian or Other Pacific Islander,-,-,12
,,,,Asian,37.40%,33.33%,123
,,,,Other Race,37.31%,29.27%,386
,,,,White,28.95%,25.51%,2960
,,,,American Indian or Alaska Native,48.00%,-,25
,,,,None of the above,29.98%,19.55%,2732
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",30.21%,23.45%,6214
,,,Total,Black or African American,46.53%,39.00%,3815
,,,,Native Hawaiian or Other Pacific Islander,41.48%,34.07%,135
,,,,Asian,42.27%,34.96%,1888
,,,,Other Race,39.33%,30.61%,4312
,,,,White,29.62%,21.37%,57299
,,,,American Indian or Alaska Native,40.51%,29.20%,274
,,,,None of the above,29.84%,19.91%,3415
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",30.98%,22.60%,66852
,,Female,Not Hispanic or Latino,Black or African American,47.02%,38.73%,5304
,,,,Native Hawaiian or Other Pacific Islander,42.22%,36.67%,90
,,,,Asian,38.19%,31.19%,2071
,,,,Other Race,29.38%,23.44%,3758
,,,,White,21.24%,14.76%,76586
,,,,American Indian or Alaska Native,27.60%,23.60%,250
,,,,None of the above,16.55%,12.54%,574
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",23.18%,16.58%,84304
,,,Hispanic or Latino,Black or African American,48.54%,38.98%,785
,,,,Native Hawaiian or Other Pacific Islander,56.25%,38.75%,80
,,,,Asian,53.66%,41.46%,41
,,,,Other Race,50.22%,38.17%,2025
,,,,White,41.59%,31.56%,2354
,,,,American Indian or Alaska Native,44.26%,36.07%,122
,,,,None of the above,35.23%,25.68%,440
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",43.41%,32.58%,4386
,,,None of the above,Black or African American,49.03%,45.13%,616
,,,,Native Hawaiian or Other Pacific Islander,-,-,22
,,,,Asian,34.94%,36.75%,166
,,,,Other Race,34.58%,28.17%,671
,,,,White,23.82%,19.98%,4379
,,,,American Indian or Alaska Native,42.42%,-,33
,,,,None of the above,23.46%,15.99%,4722
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",25.20%,19.85%,10049
,,,Total,Black or African American,47.38%,39.34%,6705
,,,,Native Hawaiian or Other Pacific Islander,47.92%,36.98%,192
,,,,Asian,38.24%,31.78%,2278
,,,,Other Race,36.46%,28.56%,6454
,,,,White,21.95%,15.51%,83319
,,,,American Indian or Alaska Native,33.83%,27.65%,405
,,,,None of the above,23.68%,16.39%,5736
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",24.28%,17.62%,98739
,,"Total: Total includes all data under the 75 Years or more bucket, including data from rows not currently displayed.",Not Hispanic or Latino,Black or African American,46.99%,38.95%,8306
,,,,Native Hawaiian or Other Pacific Islander,41.21%,35.15%,165
,,,,Asian,40.22%,33.03%,3809
,,,,Other Race,31.71%,25.18%,6513
,,,,White,24.54%,17.23%,129532
,,,,American Indian or Alaska Native,32.37%,26.38%,417
,,,,None of the above,19.40%,13.77%,995
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",26.15%,18.79%,142333
,,,Hispanic or Latino,Black or African American,47.84%,38.65%,1273
,,,,Native Hawaiian or Other Pacific Islander,51.56%,36.72%,128
,,,,Asian,48.53%,35.29%,68
,,,,Other Race,50.30%,38.19%,3197
,,,,White,41.96%,32.31%,3761
,,,,American Indian or Alaska Native,42.65%,31.86%,204
,,,,None of the above,36.61%,27.64%,702
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",43.72%,33.11%,7010
,,,None of the above,Black or African American,46.71%,42.36%,942
,,,,Native Hawaiian or Other Pacific Islander,41.18%,35.29%,34
,,,,Asian,35.99%,35.29%,289
,,,,Other Race,35.57%,28.57%,1057
,,,,White,25.89%,22.21%,7339
,,,,American Indian or Alaska Native,44.83%,29.31%,58
,,,,None of the above,25.84%,17.28%,7458
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",27.10%,21.22%,16267
,,,Total,Black or African American,47.07%,39.22%,10521
,,,,Native Hawaiian or Other Pacific Islander,45.26%,35.78%,327
,,,,Asian,40.06%,33.22%,4166
,,,,Other Race,37.61%,29.38%,10767
,,,,White,25.07%,17.90%,140632
,,,,American Indian or Alaska Native,36.52%,28.28%,679
,,,,None of the above,25.96%,17.70%,9155
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",26.99%,19.63%,165610
,No value,Male,Not Hispanic or Latino,Black or African American,9.81%,6.74%,13836
,,,,Native Hawaiian or Other Pacific Islander,9.59%,7.76%,219
,,,,Asian,7.44%,5.32%,5150
,,,,Other Race,9.21%,6.29%,6137
,,,,White,8.64%,5.40%,74781
,,,,American Indian or Alaska Native,8.61%,6.62%,453
,,,,None of the above,4.63%,2.60%,3351
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",8.58%,5.47%,96775
,,,Hispanic or Latino,Black or African American,9.85%,6.63%,2883
,,,,Native Hawaiian or Other Pacific Islander,6.94%,4.73%,317
,,,,Asian,-,-,116
,,,,Other Race,9.21%,6.76%,7369
,,,,White,7.70%,5.01%,10855
,,,,American Indian or Alaska Native,10.14%,7.22%,720
,,,,None of the above,5.48%,3.87%,3538
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",7.55%,5.06%,20287
,,,None of the above,Black or African American,8.31%,6.12%,2107
,,,,Native Hawaiian or Other Pacific Islander,-,-,74
,,,,Asian,5.50%,4.97%,764
,,,,Other Race,7.97%,6.10%,2885
,,,,White,8.08%,5.51%,8098
,,,,American Indian or Alaska Native,8.98%,-,167
,,,,None of the above,4.89%,2.85%,12021
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",6.27%,4.15%,23715
,,,Total,Black or African American,9.65%,6.66%,18826
,,,,Native Hawaiian or Other Pacific Islander,8.20%,5.90%,610
,,,,Asian,7.15%,5.26%,6030
,,,,Other Race,8.99%,6.47%,16391
,,,,White,8.48%,5.36%,93734
,,,,American Indian or Alaska Native,9.48%,6.64%,1340
,,,,None of the above,4.96%,3.00%,18910
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",8.04%,5.19%,140777
,,Female,Not Hispanic or Latino,Black or African American,11.26%,7.02%,13661
,,,,Native Hawaiian or Other Pacific Islander,7.60%,4.94%,263
,,,,Asian,5.42%,3.66%,5976
,,,,Other Race,7.75%,4.94%,6438
,,,,White,6.93%,3.85%,71575
,,,,American Indian or Alaska Native,7.49%,4.93%,467
,,,,None of the above,5.00%,2.82%,3081
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",7.37%,4.24%,93549
,,,Hispanic or Latino,Black or African American,9.80%,5.34%,2622
,,,,Native Hawaiian or Other Pacific Islander,9.80%,5.10%,255
,,,,Asian,-,-,120
,,,,Other Race,9.75%,5.69%,6051
,,,,White,8.42%,4.68%,8318
,,,,American Indian or Alaska Native,9.89%,7.47%,455
,,,,None of the above,6.61%,3.96%,2725
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",8.34%,4.68%,15926
,,,None of the above,Black or African American,7.30%,5.02%,2013
,,,,Native Hawaiian or Other Pacific Islander,-,-,76
,,,,Asian,4.39%,3.68%,842
,,,,Other Race,5.53%,3.80%,2766
,,,,White,6.69%,4.44%,7769
,,,,American Indian or Alaska Native,-,-,170
,,,,None of the above,4.06%,1.90%,10135
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",5.34%,3.24%,21166
,,,Total,Black or African American,10.61%,6.56%,18296
,,,,Native Hawaiian or Other Pacific Islander,8.25%,4.71%,594
,,,,Asian,5.35%,3.68%,6938
,,,,Other Race,8.14%,5.03%,15255
,,,,White,7.05%,3.98%,87662
,,,,American Indian or Alaska Native,8.24%,6.04%,1092
,,,,None of the above,4.67%,2.43%,15941
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",7.16%,4.13%,130641
,,"Total: Total includes all data under the No value bucket, including data from rows not currently displayed.",Not Hispanic or Latino,Black or African American,10.52%,6.88%,27508
,,,,Native Hawaiian or Other Pacific Islander,8.51%,6.22%,482
,,,,Asian,6.35%,4.43%,11136
,,,,Other Race,8.46%,5.60%,12581
,,,,White,7.80%,4.64%,146413
,,,,American Indian or Alaska Native,8.04%,5.76%,920
,,,,None of the above,4.80%,2.70%,6435
,,,,"Total: Total includes all data under the Not Hispanic or Latino bucket, including data from rows not currently displayed.",7.98%,4.86%,190402
,,,Hispanic or Latino,Black or African American,9.84%,6.01%,5509
,,,,Native Hawaiian or Other Pacific Islander,8.22%,4.90%,572
,,,,Asian,6.78%,-,236
,,,,Other Race,9.46%,6.27%,13424
,,,,White,8.01%,4.87%,19177
,,,,American Indian or Alaska Native,10.04%,7.32%,1175
,,,,None of the above,5.97%,3.91%,6266
,,,,"Total: Total includes all data under the Hispanic or Latino bucket, including data from rows not currently displayed.",7.90%,4.89%,36223
,,,None of the above,Black or African American,7.81%,5.58%,4121
,,,,Native Hawaiian or Other Pacific Islander,7.33%,-,150
,,,,Asian,4.92%,4.29%,1607
,,,,Other Race,6.79%,4.97%,5654
,,,,White,7.40%,4.98%,15873
,,,,American Indian or Alaska Native,7.67%,5.01%,339
,,,,None of the above,4.51%,2.42%,22164
,,,,"Total: Total includes all data under the None of the above bucket, including data from rows not currently displayed.",5.83%,3.72%,44898
,,,Total,Black or African American,10.12%,6.61%,37138
,,,,Native Hawaiian or Other Pacific Islander,8.22%,5.32%,1204
,,,,Asian,6.18%,4.41%,12979
,,,,Other Race,8.59%,5.77%,31659
,,,,White,7.79%,4.70%,181463
,,,,American Indian or Alaska Native,8.96%,6.41%,2434
,,,,None of the above,4.82%,2.74%,34865
,,,,"Total: Total includes all data under the Total bucket, including data from rows not currently displayed.",7.61%,4.68%,271523
,"Total: Total includes all data under the Jan 1 – Dec 31 2018 bucket, including data from rows not currently displayed.",Male,Not Hispanic or Latino,Black or African American,17.44%,14.75%,86850
